    éûä‘[ms],  ñÄéCóÕ[gf],    ñÄéCåWêî
      6587.0,       1.400,       0.140
      6588.0,       1.587,       0.159
      6589.0,       1.556,       0.156
      6590.0,       1.494,       0.149
      6591.0,       1.400,       0.140
      6592.0,       1.307,       0.131
      6593.0,       1.338,       0.134
      6594.0,       1.369,       0.137
      6595.0,       1.400,       0.140
      6596.0,       1.369,       0.137
      6597.0,       1.338,       0.134
      6598.0,       1.183,       0.118
      6599.0,       1.058,       0.106
      6600.0,       0.871,       0.087
      6601.0,       0.778,       0.078
      6602.0,       0.747,       0.075
      6603.0,       0.778,       0.078
      6604.0,       0.903,       0.090
      6605.0,       0.965,       0.096
      6606.0,       0.965,       0.096
      6607.0,       0.871,       0.087
      6608.0,       0.840,       0.084
      6609.0,       0.809,       0.081
      6610.0,       0.871,       0.087
      6611.0,       0.996,       0.100
      6612.0,       1.183,       0.118
      6613.0,       1.276,       0.128
      6614.0,       1.400,       0.140
      6615.0,       1.400,       0.140
      6616.0,       1.432,       0.143
      6617.0,       1.400,       0.140
      6618.0,       1.369,       0.137
      6619.0,       1.369,       0.137
      6620.0,       1.369,       0.137
      6621.0,       1.338,       0.134
      6622.0,       1.276,       0.128
      6623.0,       1.214,       0.121
      6624.0,       1.027,       0.103
      6625.0,       0.871,       0.087
      6626.0,       0.654,       0.065
      6627.0,       0.529,       0.053
      6628.0,       0.373,       0.037
      6629.0,       0.373,       0.037
      6630.0,       0.311,       0.031
      6631.0,       0.311,       0.031
      6632.0,       0.311,       0.031
      6633.0,       0.280,       0.028
      6634.0,       0.280,       0.028
      6635.0,       0.218,       0.022
      6636.0,       0.249,       0.025
      6637.0,       0.280,       0.028
      6638.0,       0.405,       0.040
      6639.0,       0.529,       0.053
      6640.0,       0.622,       0.062
      6641.0,       0.716,       0.072
      6642.0,       0.778,       0.078
      6643.0,       0.809,       0.081
      6644.0,       0.903,       0.090
      6645.0,       0.965,       0.096
      6646.0,       0.996,       0.100
      6647.0,       1.027,       0.103
      6648.0,       0.996,       0.100
      6649.0,       0.965,       0.096
      6650.0,       0.903,       0.090
      6651.0,       0.809,       0.081
      6652.0,       0.716,       0.072
      6653.0,       0.654,       0.065
      6654.0,       0.622,       0.062
      6655.0,       0.622,       0.062
      6656.0,       0.654,       0.065
      6657.0,       0.654,       0.065
      6658.0,       0.622,       0.062
      6659.0,       0.622,       0.062
      6660.0,       0.591,       0.059
      6661.0,       0.560,       0.056
      6662.0,       0.529,       0.053
      6663.0,       0.529,       0.053
      6664.0,       0.529,       0.053
      6665.0,       0.560,       0.056
      6666.0,       0.622,       0.062
      6667.0,       0.716,       0.072
      6668.0,       0.747,       0.075
      6669.0,       0.809,       0.081
      6670.0,       0.840,       0.084
      6671.0,       0.840,       0.084
      6672.0,       0.903,       0.090
      6673.0,       0.965,       0.096
      6674.0,       1.027,       0.103
      6675.0,       1.058,       0.106
      6676.0,       1.027,       0.103
      6677.0,       0.903,       0.090
      6678.0,       0.809,       0.081
      6679.0,       0.654,       0.065
      6680.0,       0.591,       0.059
      6681.0,       0.560,       0.056
      6682.0,       0.591,       0.059
      6683.0,       0.560,       0.056
      6684.0,       0.498,       0.050
      6685.0,       0.373,       0.037
      6686.0,       0.218,       0.022
      6687.0,       0.093,       0.009
      6688.0,       0.124,       0.012
      6689.0,       0.187,       0.019
      6690.0,       0.218,       0.022
      6691.0,       0.280,       0.028
      6692.0,       0.280,       0.028
      6693.0,       0.249,       0.025
      6694.0,       0.187,       0.019
      6695.0,       0.218,       0.022
      6696.0,       0.280,       0.028
      6697.0,       0.560,       0.056
      6698.0,       0.934,       0.093
      6699.0,       1.338,       0.134
      6700.0,       1.681,       0.168
      6701.0,       1.898,       0.190
      6702.0,       1.961,       0.196
      6703.0,       1.961,       0.196
      6704.0,       1.930,       0.193
      6705.0,       1.961,       0.196
      6706.0,       2.085,       0.209
      6707.0,       2.178,       0.218
      6708.0,       2.272,       0.227
      6709.0,       2.241,       0.224
      6710.0,       2.085,       0.209
      6711.0,       1.867,       0.187
      6712.0,       1.618,       0.162
      6713.0,       1.400,       0.140
      6714.0,       1.214,       0.121
      6715.0,       1.089,       0.109
      6716.0,       0.996,       0.100
      6717.0,       0.903,       0.090
      6718.0,       0.809,       0.081
      6719.0,       0.685,       0.068
      6720.0,       0.560,       0.056
      6721.0,       0.467,       0.047
      6722.0,       0.467,       0.047
      6723.0,       0.560,       0.056
      6724.0,       0.747,       0.075
      6725.0,       0.965,       0.096
      6726.0,       1.183,       0.118
      6727.0,       1.400,       0.140
      6728.0,       1.494,       0.149
      6729.0,       1.618,       0.162
      6730.0,       1.649,       0.165
      6731.0,       1.712,       0.171
      6732.0,       1.712,       0.171
      6733.0,       1.805,       0.181
      6734.0,       1.774,       0.177
      6735.0,       1.805,       0.181
      6736.0,       1.712,       0.171
      6737.0,       1.649,       0.165
      6738.0,       1.432,       0.143
      6739.0,       1.276,       0.128
      6740.0,       1.089,       0.109
      6741.0,       0.996,       0.100
      6742.0,       0.903,       0.090
      6743.0,       0.903,       0.090
      6744.0,       0.903,       0.090
      6745.0,       0.840,       0.084
      6746.0,       0.778,       0.078
      6747.0,       0.654,       0.065
      6748.0,       0.560,       0.056
      6749.0,       0.560,       0.056
      6750.0,       0.622,       0.062
      6751.0,       0.747,       0.075
      6752.0,       0.965,       0.096
      6753.0,       1.151,       0.115
      6754.0,       1.307,       0.131
      6755.0,       1.338,       0.134
      6756.0,       1.338,       0.134
      6757.0,       1.369,       0.137
      6758.0,       1.432,       0.143
      6759.0,       1.587,       0.159
      6760.0,       1.774,       0.177
      6761.0,       1.867,       0.187
      6762.0,       1.898,       0.190
      6763.0,       1.805,       0.181
      6764.0,       1.649,       0.165
      6765.0,       1.494,       0.149
      6766.0,       1.400,       0.140
      6767.0,       1.400,       0.140
      6768.0,       1.369,       0.137
      6769.0,       1.338,       0.134
      6770.0,       1.245,       0.124
      6771.0,       1.120,       0.112
      6772.0,       0.903,       0.090
      6773.0,       0.716,       0.072
      6774.0,       0.560,       0.056
      6775.0,       0.498,       0.050
      6776.0,       0.560,       0.056
      6777.0,       0.622,       0.062
      6778.0,       0.747,       0.075
      6779.0,       0.778,       0.078
      6780.0,       0.809,       0.081
      6781.0,       0.809,       0.081
      6782.0,       0.871,       0.087
      6783.0,       0.965,       0.096
      6784.0,       1.151,       0.115
      6785.0,       1.276,       0.128
      6786.0,       1.432,       0.143
      6787.0,       1.525,       0.152
      6788.0,       1.587,       0.159
      6789.0,       1.556,       0.156
      6790.0,       1.525,       0.152
      6791.0,       1.432,       0.143
      6792.0,       1.432,       0.143
      6793.0,       1.400,       0.140
      6794.0,       1.400,       0.140
      6795.0,       1.400,       0.140
      6796.0,       1.369,       0.137
      6797.0,       1.307,       0.131
      6798.0,       1.183,       0.118
      6799.0,       1.027,       0.103
      6800.0,       0.840,       0.084
      6801.0,       0.716,       0.072
      6802.0,       0.560,       0.056
      6803.0,       0.560,       0.056
      6804.0,       0.560,       0.056
      6805.0,       0.622,       0.062
      6806.0,       0.654,       0.065
      6807.0,       0.716,       0.072
      6808.0,       0.747,       0.075
      6809.0,       0.809,       0.081
      6810.0,       0.871,       0.087
      6811.0,       1.027,       0.103
      6812.0,       1.245,       0.124
      6813.0,       1.463,       0.146
      6814.0,       1.618,       0.162
      6815.0,       1.774,       0.177
      6816.0,       1.805,       0.181
      6817.0,       1.743,       0.174
      6818.0,       1.649,       0.165
      6819.0,       1.556,       0.156
      6820.0,       1.556,       0.156
      6821.0,       1.587,       0.159
      6822.0,       1.681,       0.168
      6823.0,       1.649,       0.165
      6824.0,       1.525,       0.152
      6825.0,       1.276,       0.128
      6826.0,       1.027,       0.103
      6827.0,       0.840,       0.084
      6828.0,       0.778,       0.078
      6829.0,       0.778,       0.078
      6830.0,       0.903,       0.090
      6831.0,       0.934,       0.093
      6832.0,       0.934,       0.093
      6833.0,       0.871,       0.087
      6834.0,       0.747,       0.075
      6835.0,       0.685,       0.068
      6836.0,       0.685,       0.068
      6837.0,       0.840,       0.084
      6838.0,       1.089,       0.109
      6839.0,       1.432,       0.143
      6840.0,       1.618,       0.162
      6841.0,       1.743,       0.174
      6842.0,       1.681,       0.168
      6843.0,       1.525,       0.152
      6844.0,       1.432,       0.143
      6845.0,       1.432,       0.143
      6846.0,       1.556,       0.156
      6847.0,       1.743,       0.174
      6848.0,       1.867,       0.187
      6849.0,       1.805,       0.181
      6850.0,       1.587,       0.159
      6851.0,       1.369,       0.137
      6852.0,       1.089,       0.109
      6853.0,       0.934,       0.093
      6854.0,       0.871,       0.087
      6855.0,       0.934,       0.093
      6856.0,       1.058,       0.106
      6857.0,       1.058,       0.106
      6858.0,       1.027,       0.103
      6859.0,       0.934,       0.093
      6860.0,       0.747,       0.075
      6861.0,       0.591,       0.059
      6862.0,       0.591,       0.059
      6863.0,       0.685,       0.068
      6864.0,       0.903,       0.090
      6865.0,       1.120,       0.112
      6866.0,       1.338,       0.134
      6867.0,       1.338,       0.134
      6868.0,       1.245,       0.124
      6869.0,       1.089,       0.109
      6870.0,       0.965,       0.096
      6871.0,       0.903,       0.090
      6872.0,       0.965,       0.096
      6873.0,       1.151,       0.115
      6874.0,       1.276,       0.128
      6875.0,       1.400,       0.140
      6876.0,       1.338,       0.134
      6877.0,       1.245,       0.124
      6878.0,       1.027,       0.103
      6879.0,       0.934,       0.093
      6880.0,       0.903,       0.090
      6881.0,       1.089,       0.109
      6882.0,       1.276,       0.128
      6883.0,       1.494,       0.149
      6884.0,       1.556,       0.156
      6885.0,       1.463,       0.146
      6886.0,       1.276,       0.128
      6887.0,       1.058,       0.106
      6888.0,       0.903,       0.090
      6889.0,       0.934,       0.093
      6890.0,       1.120,       0.112
      6891.0,       1.338,       0.134
      6892.0,       1.525,       0.152
      6893.0,       1.525,       0.152
      6894.0,       1.432,       0.143
      6895.0,       1.214,       0.121
      6896.0,       1.058,       0.106
      6897.0,       0.996,       0.100
      6898.0,       1.151,       0.115
      6899.0,       1.400,       0.140
      6900.0,       1.587,       0.159
      6901.0,       1.649,       0.165
      6902.0,       1.525,       0.152
      6903.0,       1.338,       0.134
      6904.0,       1.120,       0.112
      6905.0,       0.996,       0.100
      6906.0,       0.996,       0.100
      6907.0,       1.183,       0.118
      6908.0,       1.369,       0.137
      6909.0,       1.556,       0.156
      6910.0,       1.556,       0.156
      6911.0,       1.463,       0.146
      6912.0,       1.245,       0.124
      6913.0,       1.120,       0.112
      6914.0,       1.058,       0.106
      6915.0,       1.183,       0.118
      6916.0,       1.369,       0.137
      6917.0,       1.525,       0.152
      6918.0,       1.556,       0.156
      6919.0,       1.494,       0.149
      6920.0,       1.369,       0.137
      6921.0,       1.245,       0.124
      6922.0,       1.276,       0.128
      6923.0,       1.307,       0.131
      6924.0,       1.369,       0.137
      6925.0,       1.494,       0.149
      6926.0,       1.556,       0.156
      6927.0,       1.525,       0.152
      6928.0,       1.494,       0.149
      6929.0,       1.400,       0.140
      6930.0,       1.276,       0.128
      6931.0,       1.183,       0.118
      6932.0,       1.245,       0.124
      6933.0,       1.307,       0.131
      6934.0,       1.432,       0.143
      6935.0,       1.525,       0.152
      6936.0,       1.494,       0.149
      6937.0,       1.494,       0.149
      6938.0,       1.369,       0.137
      6939.0,       1.307,       0.131
      6940.0,       1.214,       0.121
      6941.0,       1.183,       0.118
      6942.0,       1.183,       0.118
      6943.0,       1.245,       0.124
      6944.0,       1.307,       0.131
      6945.0,       1.369,       0.137
      6946.0,       1.369,       0.137
      6947.0,       1.338,       0.134
      6948.0,       1.245,       0.124
      6949.0,       1.214,       0.121
      6950.0,       1.276,       0.128
      6951.0,       1.400,       0.140
      6952.0,       1.587,       0.159
      6953.0,       1.681,       0.168
      6954.0,       1.743,       0.174
      6955.0,       1.681,       0.168
      6956.0,       1.587,       0.159
      6957.0,       1.463,       0.146
      6958.0,       1.400,       0.140
      6959.0,       1.338,       0.134
      6960.0,       1.400,       0.140
      6961.0,       1.463,       0.146
      6962.0,       1.494,       0.149
      6963.0,       1.463,       0.146
      6964.0,       1.369,       0.137
      6965.0,       1.214,       0.121
      6966.0,       1.120,       0.112
      6967.0,       1.089,       0.109
      6968.0,       1.120,       0.112
      6969.0,       1.214,       0.121
      6970.0,       1.307,       0.131
      6971.0,       1.307,       0.131
      6972.0,       1.214,       0.121
      6973.0,       1.120,       0.112
      6974.0,       0.996,       0.100
      6975.0,       0.934,       0.093
      6976.0,       0.965,       0.096
      6977.0,       1.120,       0.112
      6978.0,       1.276,       0.128
      6979.0,       1.432,       0.143
      6980.0,       1.463,       0.146
      6981.0,       1.369,       0.137
      6982.0,       1.245,       0.124
      6983.0,       1.151,       0.115
      6984.0,       1.183,       0.118
      6985.0,       1.245,       0.124
      6986.0,       1.369,       0.137
      6987.0,       1.463,       0.146
      6988.0,       1.463,       0.146
      6989.0,       1.369,       0.137
      6990.0,       1.307,       0.131
      6991.0,       1.245,       0.124
      6992.0,       1.214,       0.121
      6993.0,       1.276,       0.128
      6994.0,       1.338,       0.134
      6995.0,       1.432,       0.143
      6996.0,       1.432,       0.143
      6997.0,       1.369,       0.137
      6998.0,       1.245,       0.124
      6999.0,       1.120,       0.112
      7000.0,       1.058,       0.106
      7001.0,       1.058,       0.106
      7002.0,       1.120,       0.112
      7003.0,       1.245,       0.124
      7004.0,       1.307,       0.131
      7005.0,       1.338,       0.134
      7006.0,       1.307,       0.131
      7007.0,       1.214,       0.121
      7008.0,       1.151,       0.115
      7009.0,       1.151,       0.115
      7010.0,       1.183,       0.118
      7011.0,       1.307,       0.131
      7012.0,       1.432,       0.143
      7013.0,       1.525,       0.152
      7014.0,       1.556,       0.156
      7015.0,       1.494,       0.149
      7016.0,       1.400,       0.140
      7017.0,       1.338,       0.134
      7018.0,       1.338,       0.134
      7019.0,       1.400,       0.140
      7020.0,       1.525,       0.152
      7021.0,       1.618,       0.162
      7022.0,       1.649,       0.165
      7023.0,       1.649,       0.165
      7024.0,       1.525,       0.152
      7025.0,       1.400,       0.140
      7026.0,       1.245,       0.124
      7027.0,       1.151,       0.115
      7028.0,       1.120,       0.112
      7029.0,       1.151,       0.115
      7030.0,       1.214,       0.121
      7031.0,       1.245,       0.124
      7032.0,       1.214,       0.121
      7033.0,       1.089,       0.109
      7034.0,       0.965,       0.096
      7035.0,       0.809,       0.081
      7036.0,       0.778,       0.078
      7037.0,       0.809,       0.081
      7038.0,       0.965,       0.096
      7039.0,       1.120,       0.112
      7040.0,       1.276,       0.128
      7041.0,       1.276,       0.128
      7042.0,       1.276,       0.128
      7043.0,       1.214,       0.121
      7044.0,       1.183,       0.118
      7045.0,       1.214,       0.121
      7046.0,       1.369,       0.137
      7047.0,       1.587,       0.159
      7048.0,       1.805,       0.181
      7049.0,       1.898,       0.190
      7050.0,       1.898,       0.190
      7051.0,       1.743,       0.174
      7052.0,       1.556,       0.156
      7053.0,       1.432,       0.143
      7054.0,       1.400,       0.140
      7055.0,       1.494,       0.149
      7056.0,       1.649,       0.165
      7057.0,       1.712,       0.171
      7058.0,       1.649,       0.165
      7059.0,       1.525,       0.152
      7060.0,       1.369,       0.137
      7061.0,       1.214,       0.121
      7062.0,       1.214,       0.121
      7063.0,       1.307,       0.131
      7064.0,       1.494,       0.149
      7065.0,       1.681,       0.168
      7066.0,       1.774,       0.177
      7067.0,       1.774,       0.177
      7068.0,       1.618,       0.162
      7069.0,       1.463,       0.146
      7070.0,       1.338,       0.134
      7071.0,       1.338,       0.134
      7072.0,       1.494,       0.149
      7073.0,       1.681,       0.168
      7074.0,       1.805,       0.181
      7075.0,       1.805,       0.181
      7076.0,       1.712,       0.171
      7077.0,       1.525,       0.152
      7078.0,       1.338,       0.134
      7079.0,       1.276,       0.128
      7080.0,       1.307,       0.131
      7081.0,       1.432,       0.143
      7082.0,       1.525,       0.152
      7083.0,       1.587,       0.159
      7084.0,       1.556,       0.156
      7085.0,       1.494,       0.149
      7086.0,       1.400,       0.140
      7087.0,       1.369,       0.137
      7088.0,       1.369,       0.137
      7089.0,       1.494,       0.149
      7090.0,       1.618,       0.162
      7091.0,       1.743,       0.174
      7092.0,       1.743,       0.174
      7093.0,       1.836,       0.184
      7094.0,       1.836,       0.184
      7095.0,       1.836,       0.184
      7096.0,       1.805,       0.181
      7097.0,       1.805,       0.181
      7098.0,       1.774,       0.177
      7099.0,       1.712,       0.171
      7100.0,       1.681,       0.168
      7101.0,       1.587,       0.159
      7102.0,       1.525,       0.152
      7103.0,       1.400,       0.140
      7104.0,       1.276,       0.128
      7105.0,       1.151,       0.115
      7106.0,       1.089,       0.109
      7107.0,       1.089,       0.109
      7108.0,       1.120,       0.112
      7109.0,       1.214,       0.121
      7110.0,       1.307,       0.131
      7111.0,       1.338,       0.134
      7112.0,       1.369,       0.137
      7113.0,       1.400,       0.140
      7114.0,       1.369,       0.137
      7115.0,       1.463,       0.146
      7116.0,       1.618,       0.162
      7117.0,       1.836,       0.184
      7118.0,       1.992,       0.199
      7119.0,       2.085,       0.209
      7120.0,       2.085,       0.209
      7121.0,       2.023,       0.202
      7122.0,       1.867,       0.187
      7123.0,       1.805,       0.181
      7124.0,       1.805,       0.181
      7125.0,       1.836,       0.184
      7126.0,       1.867,       0.187
      7127.0,       1.898,       0.190
      7128.0,       1.774,       0.177
      7129.0,       1.618,       0.162
      7130.0,       1.432,       0.143
      7131.0,       1.245,       0.124
      7132.0,       1.245,       0.124
      7133.0,       1.245,       0.124
      7134.0,       1.338,       0.134
      7135.0,       1.432,       0.143
      7136.0,       1.494,       0.149
      7137.0,       1.463,       0.146
      7138.0,       1.463,       0.146
      7139.0,       1.432,       0.143
      7140.0,       1.494,       0.149
      7141.0,       1.587,       0.159
      7142.0,       1.743,       0.174
      7143.0,       1.867,       0.187
      7144.0,       1.992,       0.199
      7145.0,       1.992,       0.199
      7146.0,       1.930,       0.193
      7147.0,       1.805,       0.181
      7148.0,       1.743,       0.174
      7149.0,       1.805,       0.181
      7150.0,       1.867,       0.187
      7151.0,       1.992,       0.199
      7152.0,       1.992,       0.199
      7153.0,       1.930,       0.193
      7154.0,       1.743,       0.174
      7155.0,       1.556,       0.156
      7156.0,       1.432,       0.143
      7157.0,       1.400,       0.140
      7158.0,       1.400,       0.140
      7159.0,       1.525,       0.152
      7160.0,       1.587,       0.159
      7161.0,       1.649,       0.165
      7162.0,       1.587,       0.159
      7163.0,       1.525,       0.152
      7164.0,       1.463,       0.146
      7165.0,       1.400,       0.140
      7166.0,       1.494,       0.149
      7167.0,       1.587,       0.159
      7168.0,       1.743,       0.174
      7169.0,       1.805,       0.181
      7170.0,       1.898,       0.190
      7171.0,       1.805,       0.181
      7172.0,       1.774,       0.177
      7173.0,       1.649,       0.165
      7174.0,       1.712,       0.171
      7175.0,       1.774,       0.177
      7176.0,       1.898,       0.190
      7177.0,       1.992,       0.199
      7178.0,       2.054,       0.205
      7179.0,       2.085,       0.209
      7180.0,       1.992,       0.199
      7181.0,       1.992,       0.199
      7182.0,       1.930,       0.193
      7183.0,       1.930,       0.193
      7184.0,       1.930,       0.193
      7185.0,       1.961,       0.196
      7186.0,       1.930,       0.193
      7187.0,       1.930,       0.193
      7188.0,       1.836,       0.184
      7189.0,       1.774,       0.177
      7190.0,       1.681,       0.168
      7191.0,       1.649,       0.165
      7192.0,       1.649,       0.165
      7193.0,       1.712,       0.171
      7194.0,       1.774,       0.177
      7195.0,       1.805,       0.181
      7196.0,       1.836,       0.184
      7197.0,       1.836,       0.184
      7198.0,       1.836,       0.184
      7199.0,       1.836,       0.184
      7200.0,       1.836,       0.184
      7201.0,       1.805,       0.181
      7202.0,       1.774,       0.177
      7203.0,       1.774,       0.177
      7204.0,       1.774,       0.177
      7205.0,       1.712,       0.171
      7206.0,       1.618,       0.162
      7207.0,       1.463,       0.146
      7208.0,       1.307,       0.131
      7209.0,       1.183,       0.118
      7210.0,       1.120,       0.112
      7211.0,       1.089,       0.109
      7212.0,       1.027,       0.103
      7213.0,       1.027,       0.103
      7214.0,       0.965,       0.096
      7215.0,       0.871,       0.087
      7216.0,       0.778,       0.078
      7217.0,       0.747,       0.075
      7218.0,       0.716,       0.072
      7219.0,       0.809,       0.081
      7220.0,       0.871,       0.087
      7221.0,       1.027,       0.103
      7222.0,       1.120,       0.112
      7223.0,       1.214,       0.121
      7224.0,       1.245,       0.124
      7225.0,       1.338,       0.134
      7226.0,       1.369,       0.137
      7227.0,       1.494,       0.149
      7228.0,       1.587,       0.159
      7229.0,       1.649,       0.165
      7230.0,       1.743,       0.174
      7231.0,       1.805,       0.181
      7232.0,       1.836,       0.184
      7233.0,       1.805,       0.181
      7234.0,       1.836,       0.184
      7235.0,       1.681,       0.168
      7236.0,       1.556,       0.156
      7237.0,       1.432,       0.143
      7238.0,       1.369,       0.137
      7239.0,       1.276,       0.128
      7240.0,       1.276,       0.128
      7241.0,       1.151,       0.115
      7242.0,       1.089,       0.109
      7243.0,       0.934,       0.093
      7244.0,       0.840,       0.084
      7245.0,       0.809,       0.081
      7246.0,       0.809,       0.081
      7247.0,       0.934,       0.093
      7248.0,       1.120,       0.112
      7249.0,       1.276,       0.128
      7250.0,       1.369,       0.137
      7251.0,       1.463,       0.146
      7252.0,       1.463,       0.146
      7253.0,       1.400,       0.140
      7254.0,       1.400,       0.140
      7255.0,       1.556,       0.156
      7256.0,       1.743,       0.174
      7257.0,       1.930,       0.193
      7258.0,       2.054,       0.205
      7259.0,       2.085,       0.209
      7260.0,       1.898,       0.190
      7261.0,       1.743,       0.174
      7262.0,       1.587,       0.159
      7263.0,       1.556,       0.156
      7264.0,       1.587,       0.159
      7265.0,       1.649,       0.165
      7266.0,       1.712,       0.171
      7267.0,       1.649,       0.165
      7268.0,       1.494,       0.149
      7269.0,       1.245,       0.124
      7270.0,       1.058,       0.106
      7271.0,       0.871,       0.087
      7272.0,       0.871,       0.087
      7273.0,       0.965,       0.096
      7274.0,       1.058,       0.106
      7275.0,       1.120,       0.112
      7276.0,       1.120,       0.112
      7277.0,       1.027,       0.103
      7278.0,       0.934,       0.093
      7279.0,       0.934,       0.093
      7280.0,       1.027,       0.103
      7281.0,       1.183,       0.118
      7282.0,       1.400,       0.140
      7283.0,       1.618,       0.162
      7284.0,       1.681,       0.168
      7285.0,       1.681,       0.168
      7286.0,       1.556,       0.156
      7287.0,       1.463,       0.146
      7288.0,       1.369,       0.137
      7289.0,       1.369,       0.137
      7290.0,       1.369,       0.137
      7291.0,       1.432,       0.143
      7292.0,       1.432,       0.143
      7293.0,       1.338,       0.134
      7294.0,       1.214,       0.121
      7295.0,       1.089,       0.109
      7296.0,       1.027,       0.103
      7297.0,       1.027,       0.103
      7298.0,       1.058,       0.106
      7299.0,       1.183,       0.118
      7300.0,       1.307,       0.131
      7301.0,       1.369,       0.137
      7302.0,       1.463,       0.146
      7303.0,       1.463,       0.146
      7304.0,       1.525,       0.152
      7305.0,       1.525,       0.152
      7306.0,       1.618,       0.162
      7307.0,       1.681,       0.168
      7308.0,       1.774,       0.177
      7309.0,       1.805,       0.181
      7310.0,       1.805,       0.181
      7311.0,       1.743,       0.174
      7312.0,       1.681,       0.168
      7313.0,       1.587,       0.159
      7314.0,       1.525,       0.152
      7315.0,       1.463,       0.146
      7316.0,       1.432,       0.143
      7317.0,       1.463,       0.146
      7318.0,       1.432,       0.143
      7319.0,       1.338,       0.134
      7320.0,       1.183,       0.118
      7321.0,       1.027,       0.103
      7322.0,       0.871,       0.087
      7323.0,       0.871,       0.087
      7324.0,       0.840,       0.084
      7325.0,       0.934,       0.093
      7326.0,       0.996,       0.100
      7327.0,       1.089,       0.109
      7328.0,       1.027,       0.103
      7329.0,       0.965,       0.096
      7330.0,       0.903,       0.090
      7331.0,       0.903,       0.090
      7332.0,       0.934,       0.093
      7333.0,       1.027,       0.103
      7334.0,       1.245,       0.124
      7335.0,       1.369,       0.137
      7336.0,       1.494,       0.149
      7337.0,       1.432,       0.143
      7338.0,       1.369,       0.137
      7339.0,       1.276,       0.128
      7340.0,       1.276,       0.128
      7341.0,       1.245,       0.124
      7342.0,       1.307,       0.131
      7343.0,       1.307,       0.131
      7344.0,       1.307,       0.131
      7345.0,       1.214,       0.121
      7346.0,       1.089,       0.109
      7347.0,       0.965,       0.096
      7348.0,       0.903,       0.090
      7349.0,       0.934,       0.093
      7350.0,       1.027,       0.103
      7351.0,       1.120,       0.112
      7352.0,       1.214,       0.121
      7353.0,       1.276,       0.128
      7354.0,       1.276,       0.128
      7355.0,       1.276,       0.128
      7356.0,       1.183,       0.118
      7357.0,       1.214,       0.121
      7358.0,       1.245,       0.124
      7359.0,       1.338,       0.134
      7360.0,       1.400,       0.140
      7361.0,       1.494,       0.149
      7362.0,       1.494,       0.149
      7363.0,       1.432,       0.143
      7364.0,       1.400,       0.140
      7365.0,       1.338,       0.134
      7366.0,       1.369,       0.137
      7367.0,       1.369,       0.137
      7368.0,       1.463,       0.146
      7369.0,       1.494,       0.149
      7370.0,       1.556,       0.156
      7371.0,       1.494,       0.149
      7372.0,       1.463,       0.146
      7373.0,       1.307,       0.131
      7374.0,       1.245,       0.124
      7375.0,       1.120,       0.112
      7376.0,       1.151,       0.115
      7377.0,       1.214,       0.121
      7378.0,       1.338,       0.134
      7379.0,       1.463,       0.146
      7380.0,       1.494,       0.149
      7381.0,       1.400,       0.140
      7382.0,       1.307,       0.131
      7383.0,       1.245,       0.124
      7384.0,       1.245,       0.124
      7385.0,       1.400,       0.140
      7386.0,       1.587,       0.159
      7387.0,       1.743,       0.174
      7388.0,       1.774,       0.177
      7389.0,       1.712,       0.171
      7390.0,       1.556,       0.156
      7391.0,       1.400,       0.140
      7392.0,       1.276,       0.128
      7393.0,       1.245,       0.124
      7394.0,       1.307,       0.131
      7395.0,       1.400,       0.140
      7396.0,       1.463,       0.146
      7397.0,       1.432,       0.143
      7398.0,       1.307,       0.131
      7399.0,       1.089,       0.109
      7400.0,       0.996,       0.100
      7401.0,       0.903,       0.090
      7402.0,       0.965,       0.096
      7403.0,       1.089,       0.109
      7404.0,       1.214,       0.121
      7405.0,       1.338,       0.134
      7406.0,       1.338,       0.134
      7407.0,       1.338,       0.134
      7408.0,       1.307,       0.131
      7409.0,       1.369,       0.137
      7410.0,       1.432,       0.143
      7411.0,       1.556,       0.156
      7412.0,       1.712,       0.171
      7413.0,       1.774,       0.177
      7414.0,       1.774,       0.177
      7415.0,       1.712,       0.171
      7416.0,       1.587,       0.159
      7417.0,       1.525,       0.152
      7418.0,       1.494,       0.149
      7419.0,       1.525,       0.152
      7420.0,       1.556,       0.156
      7421.0,       1.618,       0.162
      7422.0,       1.618,       0.162
      7423.0,       1.618,       0.162
      7424.0,       1.494,       0.149
      7425.0,       1.338,       0.134
      7426.0,       1.151,       0.115
      7427.0,       1.058,       0.106
      7428.0,       0.965,       0.096
      7429.0,       0.965,       0.096
      7430.0,       0.934,       0.093
      7431.0,       0.934,       0.093
      7432.0,       0.934,       0.093
      7433.0,       0.903,       0.090
      7434.0,       0.903,       0.090
      7435.0,       0.903,       0.090
      7436.0,       0.965,       0.096
      7437.0,       1.089,       0.109
      7438.0,       1.245,       0.124
      7439.0,       1.369,       0.137
      7440.0,       1.494,       0.149
      7441.0,       1.494,       0.149
      7442.0,       1.525,       0.152
      7443.0,       1.494,       0.149
      7444.0,       1.463,       0.146
      7445.0,       1.463,       0.146
      7446.0,       1.494,       0.149
      7447.0,       1.556,       0.156
      7448.0,       1.618,       0.162
      7449.0,       1.587,       0.159
      7450.0,       1.463,       0.146
      7451.0,       1.307,       0.131
      7452.0,       1.120,       0.112
      7453.0,       0.965,       0.096
      7454.0,       0.903,       0.090
      7455.0,       0.934,       0.093
      7456.0,       0.934,       0.093
      7457.0,       0.996,       0.100
      7458.0,       1.027,       0.103
